datetime,tmpc
2024-02-14 02:50,10
2024-02-14 03:50,10
2024-02-14 04:50,11
2024-02-14 05:50,11
2024-02-14 06:50,10
2024-02-14 07:50,11
2024-02-14 08:50,11
2024-02-14 09:50,11
2024-02-14 10:50,12
2024-02-14 11:50,12
2024-02-14 12:50,12
2024-02-14 13:50,13
2024-02-14 14:50,13
2024-02-14 15:50,13
2024-02-14 16:50,12
2024-02-14 17:50,12
2024-02-14 18:50,12
2024-02-14 19:50,12
2024-02-14 20:50,11
2024-02-14 21:50,11
2024-02-14 22:50,11
2024-02-14 23:50,12
2024-02-15 00:50,12
2024-02-15 01:50,12
2024-02-15 02:50,12
2024-02-15 03:50,12
2024-02-15 04:50,12
2024-02-15 05:50,12
2024-02-15 06:50,12
2024-02-15 07:50,12
2024-02-15 08:50,12
2024-02-15 09:50,13
2024-02-15 10:50,15
2024-02-15 11:50,15
2024-02-15 12:50,15
2024-02-15 13:50,16
2024-02-15 14:50,15
2024-02-15 15:50,15
2024-02-15 16:50,14
2024-02-15 17:50,14
2024-02-15 18:50,13
2024-02-15 19:50,13
2024-02-15 20:50,13
2024-02-15 21:50,13
2024-02-15 22:50,12
2024-02-15 23:50,11
2024-02-16 00:50,12
2024-02-16 01:50,11
2024-02-16 02:50,11
2024-02-16 03:50,11
2024-02-16 04:50,11
2024-02-16 05:50,11
2024-02-16 06:50,11
2024-02-16 07:50,12
2024-02-16 08:50,11
2024-02-16 09:50,10
2024-02-16 10:50,10
2024-02-16 11:50,11
2024-02-16 12:50,11
2024-02-16 13:50,12
2024-02-16 14:50,11
2024-02-16 15:50,10
2024-02-16 16:50,10
2024-02-16 17:50,10
2024-02-16 18:50,10
2024-02-16 19:50,11
2024-02-16 20:50,10
2024-02-16 21:50,10
2024-02-16 22:50,10
2024-02-16 23:50,10
2024-02-17 00:50,10
2024-02-17 01:50,10
2024-02-17 02:50,10
2024-02-17 03:50,9
2024-02-17 04:50,10
2024-02-17 05:50,8
2024-02-17 06:50,8
2024-02-17 07:50,8
2024-02-17 08:50,9
2024-02-17 09:50,11
2024-02-17 10:50,12
2024-02-17 11:50,12
2024-02-17 12:50,12
2024-02-17 13:50,12
2024-02-17 14:50,12
2024-02-17 15:50,11
2024-02-17 16:50,11
2024-02-17 17:50,11
2024-02-17 18:50,11
2024-02-17 19:50,10
2024-02-17 20:50,10
2024-02-17 21:50,10
2024-02-17 22:50,11
2024-02-17 23:50,11
2024-02-18 00:50,11
2024-02-18 01:50,10
2024-02-18 02:50,10
2024-02-18 03:50,10
2024-02-18 04:50,10
2024-02-18 05:50,9
2024-02-18 06:50,9
2024-02-18 07:50,9
2024-02-18 08:50,9
2024-02-18 09:50,9
2024-02-18 10:50,10
2024-02-18 11:50,11
2024-02-18 12:50,11
2024-02-18 13:50,11
2024-02-18 14:50,11
2024-02-18 15:50,10
2024-02-18 16:50,10
2024-02-18 17:50,10
2024-02-18 18:50,10
2024-02-18 19:50,10
2024-02-18 20:50,10
2024-02-18 21:50,10
2024-02-18 22:50,10
2024-02-18 23:50,10
2024-02-19 00:50,9
2024-02-19 01:50,9
2024-02-19 02:50,8
2024-02-19 03:50,8
2024-02-19 04:50,9
2024-02-19 05:50,9
2024-02-19 06:50,8
2024-02-19 07:50,9
2024-02-19 08:50,8
2024-02-19 09:50,9
2024-02-19 10:50,9
2024-02-19 11:50,10
2024-02-19 12:50,10
2024-02-19 13:50,9
2024-02-19 14:50,10
2024-02-19 15:50,10
2024-02-19 16:50,9
2024-02-19 17:50,9
2024-02-19 18:50,9
2024-02-19 19:50,9
2024-02-19 20:50,9
2024-02-19 21:50,9
2024-02-19 22:50,9
2024-02-19 23:50,10
2024-02-20 00:50,9
2024-02-20 01:50,8
2024-02-20 02:50,8
2024-02-20 03:50,8
2024-02-20 04:50,6
2024-02-20 05:50,6
2024-02-20 06:50,5
2024-02-20 07:50,6
2024-02-20 08:50,7
2024-02-20 09:50,8
2024-02-20 10:50,9
2024-02-20 11:50,10
2024-02-20 12:50,11
2024-02-20 13:50,11
2024-02-20 14:50,11
2024-02-20 15:50,10
2024-02-20 16:50,10
2024-02-20 17:50,10
2024-02-20 18:50,10
2024-02-20 19:50,10
2024-02-20 20:50,9
2024-02-20 21:50,10
2024-02-20 22:50,9
2024-02-20 23:50,8
2024-02-21 00:50,8
2024-02-21 01:50,9
2024-02-21 02:50,9
2024-02-21 03:50,9
2024-02-21 04:50,8
2024-02-21 05:50,8
2024-02-21 06:50,8
2024-02-21 07:50,8
2024-02-21 08:50,9
2024-02-21 09:50,9
2024-02-21 10:50,10
2024-02-21 11:50,10
2024-02-21 12:50,9
2024-02-21 13:50,9
2024-02-21 14:50,9
2024-02-21 15:50,9
2024-02-21 16:50,10
2024-02-21 17:50,10
2024-02-21 18:50,10
2024-02-21 19:50,10
2024-02-21 20:50,11
2024-02-21 21:50,11
2024-02-21 22:50,11
2024-02-21 23:50,11
2024-02-22 00:50,11
2024-02-22 01:50,11
2024-02-22 02:50,10
2024-02-22 03:50,10
2024-02-22 04:50,9
2024-02-22 05:50,8
2024-02-22 06:50,8
2024-02-22 07:50,9
2024-02-22 08:50,10
2024-02-22 09:50,11
2024-02-22 10:50,12
2024-02-22 11:50,13
2024-02-22 12:50,13
2024-02-22 13:50,14
2024-02-22 14:50,14
2024-02-22 15:50,10
2024-02-22 16:50,10
2024-02-22 17:50,8
2024-02-22 18:50,7
2024-02-22 19:50,6
2024-02-22 20:50,5
2024-02-22 21:50,7
2024-02-22 22:50,7
2024-02-22 23:50,7
2024-02-23 00:50,5
2024-02-23 01:50,5
2024-02-23 02:50,5
2024-02-23 03:50,5
2024-02-23 04:50,5
2024-02-23 05:50,5
2024-02-23 06:50,5
2024-02-23 07:50,6
2024-02-23 08:50,6
2024-02-23 09:50,6
2024-02-23 10:50,7
2024-02-23 11:50,6
2024-02-23 12:50,8
2024-02-23 13:50,5
2024-02-23 14:50,6
2024-02-23 15:50,6
2024-02-23 16:50,5
2024-02-23 17:50,5
2024-02-23 18:50,5
2024-02-23 19:50,5
2024-02-23 20:50,4
2024-02-23 21:50,4
2024-02-23 22:50,3
2024-02-23 23:50,4
2024-02-24 00:50,4
2024-02-24 01:50,3
2024-02-24 02:50,3
2024-02-24 03:50,4
2024-02-24 04:50,4
2024-02-24 05:50,4
2024-02-24 06:50,4
2024-02-24 07:50,3
2024-02-24 08:50,4
2024-02-24 09:50,5
2024-02-24 10:50,6
2024-02-24 11:50,7
2024-02-24 12:50,7
2024-02-24 13:50,7
2024-02-24 14:50,7
2024-02-24 15:50,6
2024-02-24 16:50,5
2024-02-24 17:50,5
2024-02-24 18:50,5
2024-02-24 19:50,6
2024-02-24 20:50,5
2024-02-24 21:50,5
2024-02-24 22:50,5
2024-02-24 23:50,5
2024-02-25 00:50,4
2024-02-25 01:50,4
2024-02-25 02:50,4
2024-02-25 03:50,4
2024-02-25 04:50,4
2024-02-25 05:50,4
2024-02-25 06:50,3
2024-02-25 07:50,4
2024-02-25 08:50,5
2024-02-25 09:50,6
2024-02-25 10:50,5
2024-02-25 11:50,7
2024-02-25 12:50,7
2024-02-25 13:50,8
2024-02-25 14:50,9
2024-02-25 15:50,9
2024-02-25 16:50,8
2024-02-25 17:50,8
2024-02-25 18:50,8
2024-02-25 19:50,8
2024-02-25 20:50,8
2024-02-25 21:50,7
2024-02-25 22:50,7
2024-02-25 23:50,7
2024-02-26 00:50,6
2024-02-26 01:50,6
2024-02-26 02:50,6
2024-02-26 03:50,6
2024-02-26 04:50,6
2024-02-26 05:50,6
2024-02-26 06:50,6
2024-02-26 07:50,6
2024-02-26 08:50,6
2024-02-26 09:50,6
2024-02-26 10:50,6
2024-02-26 11:50,6
2024-02-26 12:50,6
2024-02-26 13:50,6
2024-02-26 14:50,7
2024-02-26 15:50,7
2024-02-26 16:50,7
2024-02-26 17:50,7
2024-02-26 18:50,6
2024-02-26 19:50,6
2024-02-26 20:50,6
2024-02-26 21:50,6
2024-02-26 22:50,6
2024-02-26 23:50,6
2024-02-27 00:50,6
2024-02-27 01:50,6
2024-02-27 02:50,6
2024-02-27 03:50,6
2024-02-27 04:50,6
2024-02-27 05:50,6
2024-02-27 06:50,6
2024-02-27 07:50,6
2024-02-27 08:50,7
2024-02-27 09:50,8
2024-02-27 10:50,8
2024-02-27 11:50,8
2024-02-27 12:50,8
2024-02-27 13:50,8
2024-02-27 14:50,7
2024-02-27 15:50,7
2024-02-27 16:50,6
2024-02-27 17:50,6
2024-02-27 18:50,6
2024-02-27 19:50,5
2024-02-27 20:50,4
2024-02-27 21:50,4
2024-02-27 22:50,4
2024-02-27 23:50,4
2024-02-28 00:50,4
2024-02-28 01:50,4
2024-02-28 02:50,6
2024-02-28 03:50,5
2024-02-28 04:50,5
2024-02-28 05:50,5
2024-02-28 06:50,5
2024-02-28 07:50,6
2024-02-28 08:50,7
2024-02-28 09:50,8
2024-02-28 10:50,8
2024-02-28 11:50,9
2024-02-28 12:50,10
2024-02-28 13:50,9
2024-02-28 14:50,10
2024-02-28 15:50,9
2024-02-28 16:50,9
2024-02-28 17:50,8
2024-02-28 18:50,8
2024-02-28 19:50,8
2024-02-28 20:50,8
2024-02-28 21:50,8
2024-02-28 22:50,9
2024-02-28 23:50,9
2024-02-29 00:50,9
2024-02-29 01:50,9
2024-02-29 02:50,9
2024-02-29 03:50,9
2024-02-29 04:50,9
2024-02-29 05:50,9
2024-02-29 06:50,9
2024-02-29 07:50,9
2024-02-29 08:50,9
2024-02-29 09:50,9
2024-02-29 10:50,10
2024-02-29 11:50,11
2024-02-29 12:50,10
2024-02-29 13:50,10
2024-02-29 14:50,10
2024-02-29 15:50,10
2024-02-29 16:50,10
2024-02-29 17:50,10
2024-02-29 18:50,10
2024-02-29 19:50,10
2024-02-29 20:50,10
2024-02-29 21:50,10
2024-02-29 22:50,7
2024-02-29 23:50,6
